"Tweet author","Tweet ID","Date posted","Tweet text",URL,Retweets,Favorited,Source
Bartek93794875,"ID 1461421610389458958","Thu Nov 18 19:50:38 +0000 2021"," RT @RyszardGacki: @JKowalski_posel @Bartek93794875 Cały czas patoopozycja gra przeciw nam https://t.co/QZ7wsFEp1I",https://twitter.com/Bartek93794875/statuses/1461421610389458958,1,0,"Twitter Web App"
Bartek93794875,"ID 1461421595235426316","Thu Nov 18 19:50:34 +0000 2021"," RT @RyszardGacki: @DawidWildstein @Bartek93794875 To nie kwestia opłacalności, muszą odpłacić się mocodawcom",https://twitter.com/Bartek93794875/statuses/1461421595235426316,1,0,"Twitter Web App"
Bartek93794875,"ID 1461421582795038723","Thu Nov 18 19:50:31 +0000 2021"," RT @Maciej67304809: @Tomasz59282296 @Bartek93794875 Złość  PO medialna",https://twitter.com/Bartek93794875/statuses/1461421582795038723,1,0,"Twitter Web App"
Bartek93794875,"ID 1461421554844246018","Thu Nov 18 19:50:25 +0000 2021"," RT @TAXI197: @NZGoebbelsa @Bartek93794875 I tak trzeba z zaprzanskimi  propagandystami  postępować? Na takiej nerwowej służbie mogli wpierw…",https://twitter.com/Bartek93794875/statuses/1461421554844246018,1,0,"Twitter Web App"
Bartek93794875,"ID 1461420488366952450","Thu Nov 18 19:46:10 +0000 2021"," RT @MWosPL: M. Lempart zapowiada na sobotę protest przeciwko polskim służbom broniącym naszych granic.

Łukaszenka lubi to.",https://twitter.com/Bartek93794875/statuses/1461420488366952450,124,0,"Twitter Web App"
Bartek93794875,"ID 1461420480955654150","Thu Nov 18 19:46:09 +0000 2021"," RT @Bartek93794875: @MWosPL A nawet Kim Dzong Un uwielbia to.",https://twitter.com/Bartek93794875/statuses/1461420480955654150,2,0,"Twitter Web App"
Bartek93794875,"ID 1461420458675429384","Thu Nov 18 19:46:03 +0000 2021"," @MWosPL A nawet Kim Dzong Un uwielbia to.",https://twitter.com/Bartek93794875/statuses/1461420458675429384,2,6,"Twitter Web App"
Bartek93794875,"ID 1461420313363816455","Thu Nov 18 19:45:29 +0000 2021"," RT @pawlik06: Kolejna pożyteczna idiotka Łukaszenki",https://twitter.com/Bartek93794875/statuses/1461420313363816455,2,0,"Twitter Web App"
Bartek93794875,"ID 1461420253133656064","Thu Nov 18 19:45:14 +0000 2021"," RT @ludka142: 'Uczą nas szacunku do obcych, a pogardy dla swoich'. 

18 XI 1860 w Kuryłówce na Podolu
~ur. się Ignacy Jan #Paderewski herbu…",https://twitter.com/Bartek93794875/statuses/1461420253133656064,7,0,"Twitter Web App"
Bartek93794875,"ID 1461420174247092228","Thu Nov 18 19:44:56 +0000 2021"," RT @Zebrowski_NSZ: Cwelebryci... Lamenciarze ręce (i nogi?) sobie wyłamują, bo jakieś Zelty podlegają potwornym ""prześladowaniom""? Facio, k…",https://twitter.com/Bartek93794875/statuses/1461420174247092228,13,0,"Twitter Web App"
Bartek93794875,"ID 1461416855294423046","Thu Nov 18 19:31:44 +0000 2021"," RT @KaziSmolinski: Wczoraj 167 posłów z Lewicy, Hołowni i Platformy ukrywającego się ostatnio Tuska zagłosowało przeciw Polskiej racji stan…",https://twitter.com/Bartek93794875/statuses/1461416855294423046,156,0,"Twitter Web App"
Bartek93794875,"ID 1461416384597004291","Thu Nov 18 19:29:52 +0000 2021"," RT @Szczery2015: #MuremZaPolskimMundurem #muremzamorawieckim https://t.co/yyIQdFylIg",https://twitter.com/Bartek93794875/statuses/1461416384597004291,6,0,"Twitter Web App"
Bartek93794875,"ID 1461416365374554114","Thu Nov 18 19:29:47 +0000 2021"," RT @Szczery2015: W sobotę protest Marty Lempart w obronie ""pokrzywdzonych przez pisowski reżym 😱😱😱😂😂😂"" migrantów islamskich. PiS wygrał los…",https://twitter.com/Bartek93794875/statuses/1461416365374554114,100,0,"Twitter Web App"
Bartek93794875,"ID 1461416343731904513","Thu Nov 18 19:29:42 +0000 2021"," RT @Szczery2015: https://t.co/PnAgR16qTl",https://twitter.com/Bartek93794875/statuses/1461416343731904513,3,0,"Twitter Web App"
Bartek93794875,"ID 1461416274030997511","Thu Nov 18 19:29:26 +0000 2021"," RT @Lubelak_AM: Natalia Przybysz. Hipokryzję wywaliło poza skalę... https://t.co/6OpnfudxI9",https://twitter.com/Bartek93794875/statuses/1461416274030997511,568,0,"Twitter Web App"
Bartek93794875,"ID 1461416254233886721","Thu Nov 18 19:29:21 +0000 2021"," RT @GrzeF: @Maciejevvski Seehofer zdementował. https://t.co/W23f4R5AVM",https://twitter.com/Bartek93794875/statuses/1461416254233886721,1,0,"Twitter Web App"
Bartek93794875,"ID 1461416242628202499","Thu Nov 18 19:29:18 +0000 2021"," RT @Maciejevvski: Jak Niemcy proponują korytarz przez Polskę to wiedz, że coś się dzieje.",https://twitter.com/Bartek93794875/statuses/1461416242628202499,71,0,"Twitter Web App"
Bartek93794875,"ID 1461416191780696072","Thu Nov 18 19:29:06 +0000 2021"," RT @WojciechDudczak: Ich p0tomkowie z Warszawy głosują na Czaskoskiego.",https://twitter.com/Bartek93794875/statuses/1461416191780696072,17,0,"Twitter Web App"
Bartek93794875,"ID 1461415894660390913","Thu Nov 18 19:27:55 +0000 2021"," RT @fremdenlegion2: Już skończcie pierdolić lewaki zasrane o pomocy, humanitarnym traktowaniu tych bandziorów na granicy! 

Dzisiaj rzucają…",https://twitter.com/Bartek93794875/statuses/1461415894660390913,37,0,"Twitter Web App"
Bartek93794875,"ID 1461415890193420290","Thu Nov 18 19:27:54 +0000 2021"," RT @BatugWojciech: System obrony Narew zostanie prawdopodobnie wyposażony w brytyjskie pociski CAMM z aktywną samonaprowadzającą głowicą ra…",https://twitter.com/Bartek93794875/statuses/1461415890193420290,225,0,"Twitter Web App"
